type,language,text,frequency
phrase,tl,ba yung,13
phrase,tl,ko sa,13
phrase,tl,ng kaibigan,13
phrase,tl,bwiset ka,13
phrase,tl,tarantado ka,13
phrase,tl,di ako,13
phrase,tl,nakasale yung,13
phrase,tl,think internships,13
phrase,tl,internships is,13
phrase,tl,i think internships,13
phrase,tl,think internships is,13
phrase,tl,internships is so,13
phrase,tl,galing ng exams,13
phrase,tl,lit ng viral,13
phrase,tl,yung mga katropa,13
phrase,tl,yung memes,13
phrase,tl,guys im,13
phrase,tl,yung scholarships,13
phrase,tl,galing ng genshin,13
phrase,tl,ako sa basketball,13
phrase,tl,lit ng twitter,13
phrase,tl,think bts,13
phrase,tl,bts is,13
phrase,tl,i think bts,13
phrase,tl,think bts is,13
phrase,tl,bts is so,13
phrase,tl,life very,13
phrase,tl,dorm life very,13
phrase,tl,ng new,13
phrase,tl,ng new music,13
phrase,tl,sa anime,13
phrase,tl,yung tiktok,13
phrase,tl,yung kpop,13
phrase,tl,kpop very,13
phrase,tl,ka naman,12
phrase,tl,tanga ka,12
phrase,tl,bilis ng,12
phrase,tl,super proud,12
phrase,tl,sa growth,12
phrase,tl,growth mo,12
phrase,tl,super proud ako,12
phrase,tl,sa growth mo,12
phrase,tl,galing ng relationship,12
phrase,tl,yooo nakakaaliw,12
phrase,tl,yung fashion,12
phrase,tl,yooo nakakaaliw yung,12
phrase,tl,yung fashion trends,12
phrase,tl,trends very,12
phrase,tl,fashion trends very,12
phrase,tl,ng stans,12
phrase,tl,galing ng group,12
phrase,tl,events very,12
phrase,tl,campus events very,12
phrase,tl,ko yung streaming,12
phrase,tl,music very,12
phrase,tl,new music very,12
phrase,tl,tiktok very,12
phrase,tl,think dorm,12
phrase,tl,life is,12
phrase,tl,i think dorm,12
phrase,tl,think dorm life,12
phrase,tl,dorm life is,12
phrase,tl,life is so,12
phrase,tl,ng mga katropa,12
phrase,tl,ko yung twitter,12
phrase,tl,ako sa exams,12
phrase,tl,think twitter,12
phrase,tl,dramas is,12
phrase,tl,i think twitter,12
phrase,tl,think twitter dramas,12
phrase,tl,twitter dramas is,12
phrase,tl,dramas is so,12
phrase,tl,think online,12
phrase,tl,classes is,12
phrase,tl,i think online,12
phrase,tl,think online classes,12
phrase,tl,online classes is,12
phrase,tl,classes is so,12
phrase,tl,blackpink very,12
phrase,tl,yung campus,12
phrase,tl,yung campus events,12
phrase,tl,naman ang blackpink,12
phrase,tl,think professors,12
phrase,tl,professors is,12
phrase,tl,i think professors,12
phrase,tl,think professors is,12
phrase,tl,professors is so,12
phrase,tl,sa kpop,12
phrase,tl,ako sa kpop,12
phrase,tl,ang freshies,12
phrase,tl,yooo grabe,12
phrase,tl,yooo grabe yung,12
phrase,tl,yung valorant,12
phrase,tl,ng tropa,12
phrase,tl,ko yung bts,12
phrase,tl,yung volleyball,12
phrase,tl,yooo angat,12
phrase,tl,yooo angat sa,12
phrase,tl,di na ako,11
phrase,tl,miss ko,11
phrase,tl,na mga,11
phrase,tl,ang bilis ng,11
phrase,tl,hirap talaga,11
phrase,tl,talaga maging,11
phrase,tl,maging gen,11
phrase,tl,gen z,11
phrase,tl,no ang,11
phrase,tl,daming expectations,11
phrase,tl,ang hirap talaga,11
phrase,tl,hirap talaga maging,11
phrase,tl,talaga maging gen,11
phrase,tl,maging gen z,11
phrase,tl,good morning,11
phrase,tl,ako hehe,11
phrase,tl,proud ako sa,11
phrase,tl,ako sa growth,11
phrase,tl,nakakaadik pala,11
phrase,tl,pala tong,11
phrase,tl,tong appgame,11
phrase,tl,ako productive,11
phrase,tl,nakakaadik pala tong,11
phrase,tl,pala tong appgame,11
phrase,tl,na ako productive,11
phrase,tl,mangga nakakatulog,11
phrase,tl,nakakatulog whole,11
phrase,tl,mangga nakakatulog whole,11
phrase,tl,mo sana,11
phrase,tl,growth mo sana,11
phrase,tl,mo sana all,11
phrase,tl,sa coffee,11
phrase,tl,think valorant,11
phrase,tl,valorant is,11
phrase,tl,i think valorant,11
phrase,tl,think valorant is,11
phrase,tl,valorant is so,11
phrase,tl,exams very,11
phrase,tl,pak ang mobile,11
phrase,tl,lit ng graduation,11
phrase,tl,very clean,11
phrase,tl,lit ng mobile,11
phrase,tl,guys im shook,11
phrase,tl,think tiktok,11
phrase,tl,tiktok is,11
phrase,tl,i think tiktok,11
phrase,tl,think tiktok is,11
phrase,tl,tiktok is so,11
phrase,tl,pak ang genshin,11
phrase,tl,challenges very,11
phrase,tl,viral challenges very,11
phrase,tl,galing ng majors,11
phrase,tl,yung genshin,11
phrase,tl,yung genshin impact,11
phrase,tl,ganda ng pubg,11
phrase,tl,ng pubg very,11
phrase,tl,think scholarships,11
phrase,tl,scholarships is,11
phrase,tl,i think scholarships,11
phrase,tl,think scholarships is,11
phrase,tl,scholarships is so,11
phrase,tl,naman ang pubg,11
phrase,tl,sa new,11
phrase,tl,ako sa new,11
phrase,tl,sa new music,11
phrase,tl,yooo may,11
phrase,tl,yooo may dating,11
phrase,tl,yung pubg,11
phrase,tl,think streaming,11
phrase,tl,streaming is,11
phrase,tl,i think streaming,11
phrase,tl,think streaming is,11
phrase,tl,streaming is so,11
phrase,tl,sa online,11
phrase,tl,ako sa online,11
phrase,tl,sa online classes,11
phrase,tl,sa memes,11
phrase,tl,so undefeated ang,11
phrase,tl,undefeated ang lit,11
phrase,tl,yung group,11
phrase,tl,yung group projects,11
phrase,tl,hindi ko,10
phrase,tl,mo naman,10
phrase,tl,ka na,10
phrase,tl,sa inyo,10
phrase,tl,ka talaga,10
phrase,tl,ang daming,10
phrase,tl,sa tiktok,10
phrase,tl,niyo na,10
phrase,tl,ako sayo,10
phrase,tl,proud ako sayo,10
phrase,tl,na pala,10
phrase,tl,pm sent,10
phrase,tl,kong pera,10
phrase,tl,pera pero,10
phrase,tl,nakakita ako,10
phrase,tl,sale online,10
phrase,tl,online rip,10
phrase,tl,rip wallet,10
phrase,tl,na kong pera,10
phrase,tl,kong pera pero,10
phrase,tl,sale online rip,10
phrase,tl,online rip wallet,10
phrase,tl,na ba,10
phrase,tl,miss ko na,10
phrase,tl,ang init,10
phrase,tl,ng panahon,10
phrase,tl,panahon ngayon,10
phrase,tl,ngayon naka5,10
phrase,tl,naka5 cups,10
phrase,tl,cups na,10
phrase,tl,iced coffee,10
phrase,tl,ng panahon ngayon,10
phrase,tl,panahon ngayon naka5,10
phrase,tl,ngayon naka5 cups,10
phrase,tl,naka5 cups na,10
phrase,tl,cups na ako,10
phrase,tl,na ako ng,10
phrase,tl,mga og,10
phrase,tl,og followers,10
phrase,tl,followers ni,10
phrase,tl,po sa mga,10
phrase,tl,sa mga og,10
phrase,tl,mga og followers,10
phrase,tl,og followers ni,10
phrase,tl,weekend pero,10
phrase,tl,ang bagal,10
phrase,tl,bagal ng,10
phrase,tl,ng weekdays,10
phrase,tl,ang bagal ng,10
phrase,tl,bagal ng weekdays,10
phrase,tl,z no,10
phrase,tl,gen z no,10
phrase,tl,z no ang,10
phrase,tl,morning guys,10
phrase,tl,guys gising,10
phrase,tl,gising na,10
phrase,tl,good morning guys,10
phrase,tl,alam bakit,10
phrase,tl,bakit ako,10
phrase,tl,ng 7am,10
phrase,tl,7am class,10
phrase,tl,class jusko,10
phrase,tl,ko alam bakit,10
phrase,tl,alam bakit ako,10
phrase,tl,ng 7am class,10
phrase,tl,7am class jusko,10
phrase,tl,mga online,10
phrase,tl,sa mga online,10
phrase,tl,acads pero,10
phrase,tl,laban lang,10
phrase,tl,lang fighting,10
phrase,tl,na ako sa,10
phrase,tl,laban lang fighting,10
phrase,tl,appgame di,10
phrase,tl,tong appgame di,10
phrase,tl,sa lahat,10
phrase,tl,thought bakit,10
phrase,tl,ang mahal,10
phrase,tl,ng bilihin,10
phrase,tl,bilihin pero,10
phrase,tl,pero same,10
phrase,tl,same lang,10
phrase,tl,lang sweldo,10
phrase,tl,thought bakit ang,10
phrase,tl,bakit ang mahal,10
phrase,tl,ng bilihin pero,10
phrase,tl,bilihin pero same,10
phrase,tl,pero same lang,10
phrase,tl,same lang sweldo,10
phrase,tl,maging mangga,10
phrase,tl,lang maging mangga,10
phrase,tl,maging mangga nakakatulog,10
phrase,tl,everyone pasok,10
phrase,tl,sa stream,10
phrase,tl,energy galing,10
phrase,tl,queenking go,10
phrase,tl,whole day,10
phrase,tl,nakakatulog whole day,10
phrase,tl,pak ang kpop,10
phrase,tl,sa thesis,10
phrase,tl,ako sa thesis,10
phrase,tl,memes very,10
phrase,tl,pak ang memes,10
phrase,tl,sb19 very,10
phrase,tl,naman ang sb19,10
phrase,tl,ganda ng anime,10
phrase,tl,parties very,10
phrase,tl,weekend parties very,10
phrase,tl,sa volleyball,10
phrase,tl,ako sa volleyball,10
phrase,tl,sa esports,10
phrase,tl,think mobile,10
phrase,tl,legends is,10
phrase,tl,i think mobile,10
phrase,tl,think mobile legends,10
phrase,tl,mobile legends is,10
phrase,tl,legends is so,10
phrase,tl,pak ang internships,10
phrase,tl,ang astig,10
phrase,tl,ko yung internships,10
phrase,tl,naman ang streaming,10
phrase,tl,think majors,10
phrase,tl,majors is,10
phrase,tl,i think majors,10
phrase,tl,think majors is,10
phrase,tl,majors is so,10
phrase,tl,ang groupmates,10
phrase,tl,think sb19,10
phrase,tl,sb19 is,10
phrase,tl,i think sb19,10
phrase,tl,think sb19 is,10
phrase,tl,sb19 is so,10
phrase,tl,lit ng valorant,10
phrase,tl,yung anime,10
phrase,tl,majors very,10
phrase,tl,think fashion,10
phrase,tl,trends is,10
phrase,tl,i think fashion,10
phrase,tl,think fashion trends,10
phrase,tl,fashion trends is,10
phrase,tl,trends is so,10
phrase,tl,yung new,10
phrase,tl,yung new music,10
phrase,tl,valorant very,10
phrase,tl,shops very,10
phrase,tl,coffee shops very,10
phrase,tl,thesis very,10
phrase,tl,lit ng fashion,10
phrase,tl,ganda ng blackpink,10
phrase,tl,with kabatch,10
phrase,tl,internships very,10
phrase,tl,yung blackpink,10
phrase,tl,ko yung online,10
phrase,tl,good mutuals,10
phrase,tl,how good mutuals,10
phrase,tl,galing ng esports,10
phrase,tl,lit ng relationship,10
phrase,tl,ng fandom,10
phrase,tl,ng batchmates,10
phrase,tl,think pubg,10
phrase,tl,pubg is,10
phrase,tl,i think pubg,10
phrase,tl,think pubg is,10
phrase,tl,pubg is so,10
phrase,tl,yung relationship,10
phrase,tl,yung relationship drama,10
phrase,tl,galing ng twitter,10
phrase,tl,yung dorm,10
phrase,tl,yung dorm life,10
phrase,tl,naman ang online,10
phrase,tl,pak ang freshies,10
phrase,tl,think exams,10
phrase,tl,exams is,10
phrase,tl,i think exams,10
phrase,tl,think exams is,10
phrase,tl,exams is so,10
phrase,tl,ko yung valorant,10
phrase,tl,ko yung professors,10
phrase,tl,galing ng scholarships,10
phrase,tl,with followers,10
phrase,tl,ang mga,9
phrase,tl,ikaw na,9
phrase,tl,tapos na,9
phrase,tl,lang ng,9
phrase,tl,dahil sa,9
phrase,tl,may alam,9
phrase,tl,ka lang,9
phrase,tl,sino may,9
phrase,tl,putcha ang,9
phrase,tl,ng sale,9
phrase,tl,nakakita ako ng,9
phrase,tl,ng sale online,9
phrase,tl,natry niyo,9
phrase,tl,viral na,9
phrase,tl,na sushi,9
phrase,tl,bake worth,9
phrase,tl,it ba,9
phrase,tl,na ba yung,9
phrase,tl,ba yung viral,9
phrase,tl,yung viral na,9
phrase,tl,viral na sushi,9
phrase,tl,init ng,9
phrase,tl,ng iced,9
phrase,tl,ang init ng,9
phrase,tl,init ng panahon,9
phrase,tl,ako ng iced,9
phrase,tl,ng iced coffee,9
phrase,tl,kung gutom,9
phrase,tl,ako o,9
phrase,tl,o bored,9
phrase,tl,bored lang,9
phrase,tl,ako o bored,9
phrase,tl,o bored lang,9
phrase,tl,ni mimiyuuuh,9
phrase,tl,followers ni mimiyuuuh,9
phrase,tl,pero ang,9
phrase,tl,bakit ang bilis,9
phrase,tl,weekend pero ang,9
phrase,tl,pero ang bagal,9
phrase,tl,no ang daming,9
phrase,tl,ang daming expectations,9
phrase,tl,ko maguninstall,9
phrase,tl,maguninstall ng,9
phrase,tl,ng socmed,9
phrase,tl,socmed pero,9
phrase,tl,pero dito,9
phrase,tl,dito ko,9
phrase,tl,ko nakikita,9
phrase,tl,mga announcements,9
phrase,tl,announcements eh,9
phrase,tl,gusto ko maguninstall,9
phrase,tl,ko maguninstall ng,9
phrase,tl,maguninstall ng socmed,9
phrase,tl,ng socmed pero,9
phrase,tl,socmed pero dito,9
phrase,tl,pero dito ko,9
phrase,tl,dito ko nakikita,9
phrase,tl,mga announcements eh,9
phrase,tl,helloo po,9
phrase,tl,po newbie,9
phrase,tl,newbie here,9
phrase,tl,here sa,9
phrase,tl,sa community,9
phrase,tl,helloo po newbie,9
phrase,tl,po newbie here,9
phrase,tl,newbie here sa,9
phrase,tl,here sa community,9
phrase,tl,morning guys gising,9
phrase,tl,guys gising na,9
phrase,tl,na ako hehe,9
phrase,tl,talaga proud,9
phrase,tl,mo talaga proud,9
phrase,tl,talaga proud ako,9
phrase,tl,ako nagenroll,9
phrase,tl,nagenroll ng,9
phrase,tl,bakit ako nagenroll,9
phrase,tl,nagenroll ng 7am,9
phrase,tl,hellooo sa,9
phrase,tl,online jan,9
phrase,tl,hellooo sa mga,9
phrase,tl,mga online jan,9
phrase,tl,sa acads,9
phrase,tl,pero laban,9
phrase,tl,ako sa acads,9
phrase,tl,sa acads pero,9
phrase,tl,acads pero laban,9
phrase,tl,pero laban lang,9
phrase,tl,bilis ng weekend,9
phrase,tl,ng weekend pero,9
phrase,tl,random thought,9
phrase,tl,mahal ng,9
phrase,tl,random thought bakit,9
phrase,tl,ang mahal ng,9
phrase,tl,mahal ng bilihin,9
phrase,tl,bestie go,9
phrase,tl,bestie go lang,9
phrase,tl,yow mga,9
phrase,tl,pars ano,9
phrase,tl,nanonood ng,9
phrase,tl,unbreak my,9
phrase,tl,heart ang,9
phrase,tl,ng latest,9
phrase,tl,latest ep,9
phrase,tl,heart ang ganda,9
phrase,tl,ng latest ep,9
phrase,tl,appgame di na,9
phrase,tl,energy galing mo,9
phrase,tl,queenking go lang,9
phrase,tl,ko robot,9
phrase,tl,robot na,9
phrase,tl,ako gising,9
phrase,tl,gising aral,9
phrase,tl,aral tulog,9
phrase,tl,tulog repeat,9
phrase,tl,ko robot na,9
phrase,tl,lang ako gising,9
phrase,tl,ako gising aral,9
phrase,tl,gising aral tulog,9
phrase,tl,aral tulog repeat,9
phrase,tl,character energy galing,9
phrase,tl,hi everyone,9
phrase,tl,hi everyone pasok,9
phrase,tl,ganda ng basketball,9
phrase,tl,ng sophomores,9
phrase,tl,sa coffee shops,9
phrase,tl,sa valorant,9
phrase,tl,ako sa esports,9
phrase,tl,talaga ootd,9
phrase,tl,na talaga ootd,9
phrase,tl,lit ng sb19,9
phrase,tl,ganda ng internships,9
phrase,tl,pak ang new,9
phrase,tl,naman ang netflix,9
phrase,tl,sa streaming,9
phrase,tl,shows very,9
phrase,tl,netflix shows very,9
phrase,tl,guys slayed,9
phrase,tl,ko yung new,9
phrase,tl,naman ang group,9
phrase,tl,ganda ng coffee,9
phrase,tl,ganda ng volleyball,9
phrase,tl,ko yung netflix,9
phrase,tl,galing ng pubg,9
phrase,tl,lit ng anime,9
phrase,tl,yung ppop,9
phrase,tl,ganda ng esports,9
phrase,tl,galing ng mobile,9
phrase,tl,yung coffee,9
phrase,tl,yung coffee shops,9
phrase,tl,ganda ng dorm,9
phrase,tl,lit ng esports,9
phrase,tl,ko yung memes,9
phrase,tl,with fandom,9
phrase,tl,naman ang anime,9
phrase,tl,galing ng streaming,9
phrase,tl,ko yung blackpink,9
phrase,tl,ganda ng online,9
phrase,tl,naman ang campus,9
phrase,tl,think memes,9
phrase,tl,memes is,9
phrase,tl,i think memes,9
phrase,tl,think memes is,9
phrase,tl,memes is so,9
phrase,tl,sa relationship,9
phrase,tl,ako sa relationship,9
phrase,tl,sa relationship drama,9
phrase,tl,lit ng blackpink,9
phrase,tl,think blackpink,9
phrase,tl,blackpink is,9
phrase,tl,i think blackpink,9
phrase,tl,think blackpink is,9
phrase,tl,blackpink is so,9
phrase,tl,projects very,9
phrase,tl,group projects very,9
phrase,tl,scholarships very,9
phrase,tl,ako sa anime,9
phrase,tl,galing ng ppop,9
phrase,tl,yung graduation,9
phrase,tl,lit ng pubg,9
phrase,tl,ako sa memes,9
phrase,tl,ganda ng relationship,9
phrase,tl,think esports,9
phrase,tl,esports is,9
phrase,tl,i think esports,9
phrase,tl,think esports is,9
phrase,tl,esports is so,9
phrase,tl,ganda ng memes,9
phrase,tl,pak ang tiktok,9
phrase,tl,volleyball very,9
phrase,tl,ng mukha,8
phrase,tl,yung bagong,8
phrase,tl,talaga ng,8
phrase,tl,ko ba,8
phrase,tl,bwiset na,8
phrase,tl,sa group,8
phrase,tl,ako sa tiktok,8
phrase,tl,nakalimutan ko,8
phrase,tl,magsubmit ng,8
phrase,tl,yan umulan,8
phrase,tl,umulan pa,8
phrase,tl,pa talaga,8
phrase,tl,nung pauwi,8
phrase,tl,pauwi na,8
phrase,tl,na yan umulan,8
phrase,tl,yan umulan pa,8
phrase,tl,umulan pa talaga,8
phrase,tl,nung pauwi na,8
phrase,tl,pero nakakita,8
phrase,tl,pera pero nakakita,8
phrase,tl,pero nakakita ako,8
phrase,tl,ako ng sale,8
phrase,tl,sushi bake,8
phrase,tl,worth it,8
phrase,tl,natry niyo na,8
phrase,tl,niyo na ba,8
phrase,tl,na sushi bake,8
phrase,tl,sushi bake worth,8
phrase,tl,bake worth it,8
phrase,tl,worth it ba,8
phrase,tl,alam kung,8
phrase,tl,gutom ako,8
phrase,tl,alam kung gutom,8
phrase,tl,kung gutom ako,8
phrase,tl,gutom ako o,8
phrase,tl,shoes sa,8
phrase,tl,sa department,8
phrase,tl,store hanggang,8
phrase,tl,shoes sa department,8
phrase,tl,wassup mga,8
phrase,tl,idol nandito,8
phrase,tl,nandito na,8
phrase,tl,idol nandito na,8
phrase,tl,kamusta na,8
phrase,tl,supportive ako,8
phrase,tl,journey mo,8
phrase,tl,mo go,8
phrase,tl,supportive ako sa,8
phrase,tl,journey mo go,8
phrase,tl,mo go lang,8
phrase,tl,alam ng,8
phrase,tl,ng murang,8
phrase,tl,murang kainan,8
phrase,tl,malapit sa,8
phrase,tl,katipunan penge,8
phrase,tl,penge reco,8
phrase,tl,sino may alam,8
phrase,tl,may alam ng,8
phrase,tl,alam ng murang,8
phrase,tl,ng murang kainan,8
phrase,tl,katipunan penge reco,8
phrase,tl,gising na ako,8
phrase,tl,ako nagenroll ng,8
phrase,tl,slay lang,8
phrase,tl,ng slay,8
phrase,tl,slay you,8
phrase,tl,deserve it,8
phrase,tl,ng slay you,8
phrase,tl,yan bestie,8
phrase,tl,mo yan bestie,8
phrase,tl,ang sipag,8
phrase,tl,sipag mo,8
phrase,tl,naman proud,8
phrase,tl,proud friend,8
phrase,tl,friend here,8
phrase,tl,ang sipag mo,8
phrase,tl,sipag mo naman,8
phrase,tl,mo naman proud,8
phrase,tl,naman proud friend,8
phrase,tl,proud friend here,8
phrase,tl,kong masabi,8
phrase,tl,talaga wala na,8
phrase,tl,mga pars,8
phrase,tl,ano ganap,8
phrase,tl,yow mga pars,8
phrase,tl,mga pars ano,8
phrase,tl,pars ano ganap,8
phrase,tl,sino nanonood,8
phrase,tl,ng unbreak,8
phrase,tl,my heart,8
phrase,tl,sino nanonood ng,8
phrase,tl,nanonood ng unbreak,8
phrase,tl,ng unbreak my,8
phrase,tl,unbreak my heart,8
phrase,tl,my heart ang,8
phrase,tl,ganda ng latest,8
phrase,tl,pasok sa,8
phrase,tl,everyone pasok sa,8
phrase,tl,pasok sa stream,8
phrase,tl,shuta ang,8
phrase,tl,talaga stan,8
phrase,tl,mo talaga stan,8
phrase,tl,yaaass queenking,8
phrase,tl,yaaass queenking go,8
phrase,tl,feeling ko,8
phrase,tl,feeling ko robot,8
phrase,tl,robot na lang,8
phrase,tl,na lang ako,8
phrase,tl,good pm,8
phrase,tl,pm sa,8
phrase,tl,inyo bago,8
phrase,tl,ako dito,8
phrase,tl,good pm sa,8
phrase,tl,pm sa inyo,8
phrase,tl,sa inyo bago,8
phrase,tl,lang ako dito,8
phrase,tl,with tropa,8
phrase,tl,ng squad,8
phrase,tl,ako sa coffee,8
phrase,tl,ganda ng tiktok,8
phrase,tl,ako sa valorant,8
phrase,tl,lit ng basketball,8
phrase,tl,ko yung esports,8
phrase,tl,galing ng thesis,8
phrase,tl,ako sa streaming,8
phrase,tl,naman ang fashion,8
phrase,tl,guys stan,8
phrase,tl,ko yung thesis,8
phrase,tl,ppop very,8
phrase,tl,streaming very,8
phrase,tl,ng kabatch,8
phrase,tl,with orgmates,8
phrase,tl,dope talaga g,8
phrase,tl,pak ang viral,8
phrase,tl,naman ang thesis,8
phrase,tl,sa dorm,8
phrase,tl,ako sa dorm,8
phrase,tl,sa dorm life,8
phrase,tl,naman ang coffee,8
phrase,tl,think relationship,8
phrase,tl,drama is,8
phrase,tl,i think relationship,8
phrase,tl,think relationship drama,8
phrase,tl,relationship drama is,8
phrase,tl,drama is so,8
phrase,tl,bts very,8
phrase,tl,anime very,8
phrase,tl,ganda ng bts,8
phrase,tl,naman ang viral,8
phrase,tl,pak ang professors,8
phrase,tl,ganda ng sb19,8
phrase,tl,lit ng internships,8
phrase,tl,ko yung campus,8
phrase,tl,sa viral,8
phrase,tl,sa viral challenges,8
phrase,tl,ng followers,8
phrase,tl,think coffee,8
phrase,tl,shops is,8
phrase,tl,i think coffee,8
phrase,tl,think coffee shops,8
phrase,tl,coffee shops is,8
phrase,tl,shops is so,8
phrase,tl,think basketball,8
phrase,tl,basketball is,8
phrase,tl,ng barkada,8
phrase,tl,i think basketball,8
phrase,tl,think basketball is,8
phrase,tl,basketball is so,8
phrase,tl,yooo sana,8
phrase,tl,talaga sembreak,8
phrase,tl,yooo sana all,8
phrase,tl,na talaga sembreak,8
phrase,tl,with mga,8
phrase,tl,with mga katropa,8
phrase,tl,galing ng dorm,8
phrase,tl,pak ang esports,8
phrase,tl,sobrang aprub,8
phrase,tl,ganda ng netflix,8
phrase,tl,ganda ng valorant,8
phrase,tl,ko yung relationship,8
phrase,tl,naman ang tiktok,8
phrase,tl,good barkada,8
phrase,tl,how good barkada,8
phrase,tl,galing ng sb19,8
phrase,tl,pak ang group,8
phrase,tl,galing ng online,8
phrase,tl,slayed fellow,8
phrase,tl,slayed fellow majors,8
phrase,tl,pak ang basketball,8
phrase,tl,galing ng netflix,8
phrase,tl,ganda ng thesis,8
phrase,tl,sa scholarships,8
phrase,tl,naman ang mobile,8
phrase,tl,ganda ng genshin,8
phrase,tl,ko yung basketball,8
phrase,tl,ng dormmates,8
phrase,tl,na kayo,7
phrase,tl,kapal ng,7
phrase,tl,kapal ng mukha,7
phrase,tl,naman ako sa,7
phrase,tl,pa din,7
phrase,tl,sabi ko,7
phrase,tl,ko kayo,7
phrase,tl,daw yung,7
phrase,tl,puta late,7
phrase,tl,late na,7
phrase,tl,sa klase,7
phrase,tl,klase dahil,7
phrase,tl,sa traffic,7
phrase,tl,puta late na,7
phrase,tl,late na naman,7
phrase,tl,ako sa klase,7
phrase,tl,sa klase dahil,7
phrase,tl,klase dahil sa,7
phrase,tl,dahil sa traffic,7
phrase,tl,hala siya,7
phrase,tl,siya punyeta,7
phrase,tl,punyeta naman,7
phrase,tl,naman oh,7
phrase,tl,oh di,7
phrase,tl,ako prepared,7
phrase,tl,prepared sa,7
phrase,tl,sa recitation,7
phrase,tl,hala siya punyeta,7
phrase,tl,siya punyeta naman,7
phrase,tl,punyeta naman oh,7
phrase,tl,naman oh di,7
phrase,tl,ako prepared sa,7
phrase,tl,prepared sa recitation,7
phrase,tl,shet natanggap,7
phrase,tl,ojt ang,7
phrase,tl,ojt ang bilis,7
phrase,tl,ay putek,7
phrase,tl,putek nakalimutan,7
phrase,tl,ko magsubmit,7
phrase,tl,putek nakalimutan ko,7
phrase,tl,nakalimutan ko magsubmit,7
phrase,tl,ko magsubmit ng,7
phrase,tl,taragis na,7
phrase,tl,taragis na yan,7
phrase,tl,ko alam kung,7
phrase,tl,yung shoes,7
phrase,tl,department store,7
phrase,tl,hanggang weekend,7
phrase,tl,nakasale yung shoes,7
phrase,tl,yung shoes sa,7
phrase,tl,sa department store,7
phrase,tl,department store hanggang,7
phrase,tl,store hanggang weekend,7
phrase,tl,mga idol,7
phrase,tl,wassup mga idol,7
phrase,tl,mga idol nandito,7
phrase,tl,na available,7
phrase,tl,available seats,7
phrase,tl,seats sa,7
phrase,tl,sa library,7
phrase,tl,ngayong finals,7
phrase,tl,finals week,7
phrase,tl,na available seats,7
phrase,tl,available seats sa,7
phrase,tl,seats sa library,7
phrase,tl,ngayong finals week,7
phrase,tl,sa journey,7
phrase,tl,ako sa journey,7
phrase,tl,sa journey mo,7
phrase,tl,kainan malapit,7
phrase,tl,sa katipunan,7
phrase,tl,murang kainan malapit,7
phrase,tl,kainan malapit sa,7
phrase,tl,malapit sa katipunan,7
phrase,tl,sa katipunan penge,7
phrase,tl,slay lang ng,7
phrase,tl,lang ng slay,7
phrase,tl,lahat kamusta,7
phrase,tl,jusko anong,7
phrase,tl,anong gagawin,7
phrase,tl,gagawin ko,7
phrase,tl,sa requirements,7
phrase,tl,na kaya,7
phrase,tl,jusko anong gagawin,7
phrase,tl,anong gagawin ko,7
phrase,tl,gagawin ko sa,7
phrase,tl,ko sa requirements,7
phrase,tl,shining ka,7
phrase,tl,talaga today,7
phrase,tl,today love,7
phrase,tl,love it,7
phrase,tl,talaga today love,7
phrase,tl,today love it,7
phrase,tl,tara ml,7
phrase,tl,ml mamaya,7
phrase,tl,mamaya g,7
phrase,tl,ako after,7
phrase,tl,after ng,7
phrase,tl,class ko,7
phrase,tl,tara ml mamaya,7
phrase,tl,ml mamaya g,7
phrase,tl,mamaya g ako,7
phrase,tl,g ako after,7
phrase,tl,ako after ng,7
phrase,tl,after ng online,7
phrase,tl,po sa lahat,7
phrase,tl,yan bestie go,7
phrase,tl,na kong masabi,7
phrase,tl,grabe ka,7
phrase,tl,naman napakahusay,7
phrase,tl,napakahusay mo,7
phrase,tl,grabe ka naman,7
phrase,tl,ka naman napakahusay,7
phrase,tl,naman napakahusay mo,7
phrase,tl,napakahusay mo talaga,7
phrase,tl,parang gusto,7
phrase,tl,magtrabaho sa,7
phrase,tl,sa cafe,7
phrase,tl,kesa magaral,7
phrase,tl,parang gusto ko,7
phrase,tl,magtrabaho sa cafe,7
phrase,tl,nakikita mga,7
phrase,tl,ko nakikita mga,7
phrase,tl,nakikita mga announcements,7
phrase,tl,pak ang fashion,7
phrase,tl,with freshies,7
phrase,tl,talaga nofilter,7
phrase,tl,na talaga nofilter,7
phrase,tl,ganda ng majors,7
phrase,tl,legends very,7
phrase,tl,mobile legends very,7
phrase,tl,sa majors,7
phrase,tl,ako sa majors,7
phrase,tl,pak ang exams,7
phrase,tl,naman ang genshin,7
phrase,tl,naman ang valorant,7
phrase,tl,think new,7
phrase,tl,music is,7
phrase,tl,i think new,7
phrase,tl,think new music,7
phrase,tl,new music is,7
phrase,tl,music is so,7
phrase,tl,sa genshin,7
phrase,tl,sa genshin impact,7
phrase,tl,ko yung sb19,7
phrase,tl,appreciate section,7
phrase,tl,i appreciate section,7
phrase,tl,bussin af naol,7
phrase,tl,lit ng ppop,7
phrase,tl,galing ng weekend,7
phrase,tl,galing ng volleyball,7
phrase,tl,galing ng tiktok,7
phrase,tl,pak ang scholarships,7
phrase,tl,sick bet,7
phrase,tl,so sick bet,7
phrase,tl,sick bet ko,7
phrase,tl,sobrang astig,7
phrase,tl,ng freshies,7
phrase,tl,so legit ang,7
phrase,tl,legit ang lit,7
